VendorID	tpep_pickup_datetime	tpep_dropoff_datetime	passenger_count	trip_distance	RatecodeID	store_and_fwd_flag	PULocationID	DOLocationID	payment_type	fare_amount	extra	mta_tax	tip_amount	tolls_amount	improvement_surcharge	total_amount
2	2018-01-01 00:48:03	2018-01-01 01:29:27	1	13.39	1	N	132	181	2	42.0	0.5	0.5	0.0	0.0	0.3	43.3
1	2018-01-01 00:48:03	2018-01-01 01:17:30	1	8.7	1	N	229	106	1	29.5	0.5	0.5	6.15	0.0	0.3	36.95
2	2018-01-01 00:48:03	2018-01-01 00:54:42	4	1.06	1	N	238	151	2	6.5	0.5	0.5	0.0	0.0	0.3	7.8
2	2018-01-01 00:48:03	2018-01-01 00:58:45	1	1.27	1	N	100	90	2	8.5	0.5	0.5	0.0	0.0	0.3	9.8
1	2018-01-01 00:48:03	2018-01-01 00:54:52	1	0.6	1	N	233	163	1	6.0	0.5	0.5	1.45	0.0	0.3	8.75
2	2018-01-01 00:48:04	2018-01-01 00:53:40	1	1.55	1	N	229	263	1	6.5	0.5	0.5	2.34	0.0	0.3	10.14
2	2018-01-01 00:48:04	2018-01-01 00:57:13	2	1.4	1	N	246	186	2	8.0	0.5	0.5	0.0	0.0	0.3	9.3
1	2018-01-01 00:48:04	2018-01-01 01:15:48	1	6.4	1	N	114	7	1	23.5	0.5	0.5	4.95	0.0	0.3	29.75
1	2018-01-01 00:48:04	2018-01-01 00:49:04	1	1.4	1	N	170	170	3	2.5	0.5	0.5	0.0	0.0	0.3	3.8
2	2018-01-01 00:48:04	2018-01-01 01:10:58	1	5.95	1	N	158	112	1	21.5	0.5	0.5	2.0	0.0	0.3	24.8
1	2018-01-01 00:48:04	2018-01-01 01:04:40	1	2.2	1	N	249	232	2	12.0	0.5	0.5	0.0	0.0	0.3	13.3
2	2018-01-01 00:48:04	2018-01-01 00:57:36	1	1.83	1	N	249	209	1	8.5	0.5	0.5	2.0	0.0	0.3	11.8
2	2018-01-01 00:48:04	2018-01-01 00:55:35	1	1.04	1	N	170	137	2	6.5	0.5	0.5	0.0	0.0	0.3	7.8
1	2018-01-01 00:48:04	2018-01-01 00:59:12	3	1.4	1	N	239	48	1	9.0	0.5	0.5	3.09	0.0	0.3	13.39
2	2018-01-01 00:48:04	2018-01-01 01:09:37	5	1.05	1	N	107	164	2	13.5	0.5	0.5	0.0	0.0	0.3	14.8
2	2018-01-01 00:48:04	2018-01-01 01:11:01	5	10.68	1	N	50	168	2	32.0	0.5	0.5	0.0	0.0	0.3	33.3
1	2018-01-01 00:48:05	2018-01-01 00:54:57	2	1.0	1	N	68	90	1	6.5	0.5	0.5	1.0	0.0	0.3	8.8
1	2018-01-01 00:48:05	2018-01-01 00:55:15	2	0.2	1	N	164	164	1	6.0	0.5	0.5	1.45	0.0	0.3	8.75
2	2018-01-01 00:48:05	2018-01-01 01:38:10	2	9.32	1	N	162	89	2	37.0	0.5	0.5	0.0	0.0	0.3	38.3
1	2018-01-01 00:48:05	2018-01-01 01:01:58	2	1.7	1	N	79	164	2	10.5	0.5	0.5	0.0	0.0	0.3	11.8
1	2018-01-01 00:48:05	2018-01-01 00:53:12	1	1.5	1	N	229	141	1	6.5	0.5	0.5	0.85	0.0	0.3	8.65
1	2018-01-01 00:48:06	2018-01-01 01:07:50	1	5.1	1	N	107	74	2	18.0	0.5	0.5	0.0	0.0	0.3	19.3
2	2018-01-01 00:48:06	2018-01-01 00:59:57	3	1.91	1	N	237	48	1	10.0	0.5	0.5	2.26	0.0	0.3	13.56
1	2018-01-01 00:48:06	2018-01-01 01:09:44	1	3.2	1	N	229	148	2	15.0	0.5	0.5	0.0	0.0	0.3	16.3
2	2018-01-01 00:48:06	2018-01-01 01:14:58	2	4.96	1	N	107	238	2	20.0	0.5	0.5	0.0	0.0	0.3	21.3
1	2018-01-01 00:48:06	2018-01-01 01:09:04	1	9.7	1	N	170	257	1	28.0	0.5	0.5	8.75	0.0	0.3	38.05
2	2018-01-01 00:48:06	2018-01-01 00:51:53	1	0.18	1	N	170	170	1	4.0	0.5	0.5	0.0	0.0	0.3	5.3
2	2018-01-01 00:48:06	2018-01-01 00:55:37	1	0.9	1	N	142	50	2	6.5	0.5	0.5	0.0	0.0	0.3	7.8
1	2018-01-01 00:48:07	2018-01-01 00:52:15	3	0.6	1	N	141	140	1	5.0	0.5	0.5	1.25	0.0	0.3	7.55
1	2018-01-01 00:48:07	2018-01-01 00:56:54	2	1.8	1	N	151	142	1	8.0	0.5	0.5	0.0	0.0	0.3	9.3
2	2018-01-01 00:48:07	2018-01-01 00:57:07	2	1.5	1	N	211	249	1	8.0	0.5	0.5	2.79	0.0	0.3	12.09
1	2018-01-01 00:48:07	2018-01-01 01:06:30	1	3.1	1	N	231	230	2	14.0	0.5	0.5	0.0	0.0	0.3	15.3
2	2018-01-01 00:48:07	2018-01-01 00:50:33	2	0.61	1	N	45	144	1	4.0	0.5	0.5	5.0	0.0	0.3	10.3
1	2018-01-01 00:48:08	2018-01-01 01:03:23	1	1.3	1	N	48	68	1	11.0	0.5	0.5	2.45	0.0	0.3	14.75
1	2018-01-01 00:48:08	2018-01-01 01:29:54	0	4.4	1	N	263	90	1	26.0	0.5	0.5	5.45	0.0	0.3	32.75
1	2018-01-01 00:48:08	2018-01-01 00:56:31	1	1.7	1	N	24	239	2	8.5	0.5	0.5	0.0	0.0	0.3	9.8
2	2018-01-01 00:48:08	2018-01-01 01:14:06	1	4.41	1	N	249	256	1	20.0	0.5	0.5	4.26	0.0	0.3	25.56
2	2018-01-01 00:48:08	2018-01-01 00:50:58	2	0.46	1	N	13	13	1	4.0	0.5	0.5	1.06	0.0	0.3	6.36
1	2018-01-01 00:48:09	2018-01-01 00:58:40	1	3.5	1	N	116	235	2	12.5	0.5	0.5	0.0	0.0	0.3	13.8
1	2018-01-01 00:48:09	2018-01-01 01:38:26	2	9.0	1	N	48	173	2	36.5	0.5	0.5	0.0	0.0	0.3	37.8
1	2018-01-01 00:48:09	2018-01-01 01:02:43	2	1.4	1	N	43	233	3	10.0	0.5	0.5	0.0	0.0	0.3	11.3
2	2018-01-01 00:48:09	2018-01-01 01:15:39	2	7.18	1	N	75	75	2	24.0	0.5	0.5	0.0	0.0	0.3	25.3
2	2018-01-01 00:48:09	2018-01-01 01:00:43	1	7.83	1	N	132	121	2	23.0	0.5	0.5	0.0	0.0	0.3	24.3
1	2018-01-01 00:48:09	2018-01-01 01:22:15	2	6.5	1	N	113	151	1	27.0	0.5	0.5	7.05	0.0	0.3	35.35
1	2018-01-01 00:48:10	2018-01-01 01:09:21	1	2.3	1	N	249	48	3	14.5	0.5	0.5	0.0	0.0	0.3	15.8
2	2018-01-01 00:48:10	2018-01-01 00:52:37	2	0.61	1	N	249	158	2	4.5	0.5	0.5	0.0	0.0	0.3	5.8
2	2018-01-01 00:48:10	2018-01-01 00:52:51	1	0.47	1	N	223	223	1	5.0	0.5	0.5	1.26	0.0	0.3	7.56
2	2018-01-01 00:48:10	2018-01-01 01:01:16	1	0.38	1	N	161	161	2	9.0	0.5	0.5	0.0	0.0	0.3	10.3
2	2018-01-01 00:48:10	2018-01-01 01:04:28	2	2.55	1	N	48	158	1	12.5	0.5	0.5	2.76	0.0	0.3	16.56
1	2018-01-01 00:48:11	2018-01-01 00:58:23	1	1.4	1	N	186	50	1	8.5	0.5	0.5	2.45	0.0	0.3	12.25
2	2018-01-01 00:48:11	2018-01-01 01:00:29	5	4.24	1	N	263	7	1	14.0	0.5	0.5	3.06	0.0	0.3	18.36
1	2018-01-01 00:48:12	2018-01-01 00:49:09	1	0.0	1	N	161	161	3	2.5	0.5	0.5	0.0	0.0	0.3	3.8
1	2018-01-01 00:48:12	2018-01-01 00:57:02	1	1.3	1	N	68	48	2	7.5	0.5	0.5	0.0	0.0	0.3	8.8
2	2018-01-01 00:48:12	2018-01-01 01:18:54	2	5.73	1	N	161	129	1	24.5	0.5	0.5	2.0	0.0	0.3	27.8
2	2018-01-01 00:48:12	2018-01-01 00:57:30	1	2.42	1	N	237	238	1	9.5	0.5	0.5	1.3	0.0	0.3	12.1
2	2018-01-01 00:48:12	2018-01-01 01:16:18	1	8.53	1	N	107	116	1	28.0	0.5	0.5	7.32	0.0	0.3	36.62
1	2018-01-01 00:48:12	2018-01-01 01:01:53	1	2.0	1	N	230	68	2	11.0	0.5	0.5	0.0	0.0	0.3	12.3
2	2018-01-01 00:48:12	2018-01-01 01:02:49	1	2.3	1	N	79	233	1	11.0	0.5	0.5	3.08	0.0	0.3	15.38
1	2018-01-01 00:48:13	2018-01-01 01:04:58	1	6.6	1	N	25	226	1	20.5	0.5	0.5	5.45	0.0	0.3	27.25
2	2018-01-01 00:48:13	2018-01-01 01:23:53	1	7.91	1	N	239	129	1	29.0	0.5	0.5	6.06	0.0	0.3	36.36
2	2018-01-01 00:48:13	2018-01-01 00:59:38	1	2.45	1	N	170	263	1	10.0	0.5	0.5	2.26	0.0	0.3	13.56
1	2018-01-01 00:48:13	2018-01-01 01:25:57	2	7.7	1	N	249	41	1	30.0	0.5	0.5	6.25	0.0	0.3	37.55
2	2018-01-01 00:48:13	2018-01-01 00:58:06	1	0.5	1	N	163	161	2	7.5	0.5	0.5	0.0	0.0	0.3	8.8
1	2018-01-01 00:48:13	2018-01-01 01:01:52	1	1.8	1	N	249	107	1	10.0	0.5	0.5	2.25	0.0	0.3	13.55
1	2018-01-01 00:48:13	2018-01-01 01:07:54	2	3.2	1	N	164	209	2	14.5	0.5	0.5	0.0	0.0	0.3	15.8
1	2018-01-01 00:48:14	2018-01-01 01:02:24	5	1.3	1	N	164	246	2	10.0	0.5	0.5	0.0	0.0	0.3	11.3
2	2018-01-01 00:48:14	2018-01-01 01:13:17	2	2.72	1	N	163	50	1	16.5	0.5	0.5	3.56	0.0	0.3	21.36
2	2018-01-01 00:48:14	2018-01-01 00:55:16	1	0.86	1	N	233	170	1	6.5	0.5	0.5	1.56	0.0	0.3	9.36
2	2018-01-01 00:48:14	2018-01-01 00:57:17	1	2.12	1	N	79	233	1	8.5	0.5	0.5	1.96	0.0	0.3	11.76
2	2018-01-01 00:48:14	2018-01-01 00:50:45	5	0.53	1	N	229	233	1	4.0	0.5	0.5	1.06	0.0	0.3	6.36
1	2018-01-01 00:48:15	2018-01-01 01:11:19	4	5.4	1	N	264	264	2	20.5	0.5	0.5	0.0	0.0	0.3	21.8
1	2018-01-01 00:48:15	2018-01-01 01:03:48	2	2.5	1	N	90	162	1	12.0	0.5	0.5	2.65	0.0	0.3	15.95
2	2018-01-01 00:48:15	2018-01-01 01:22:32	1	3.79	1	N	141	68	1	22.0	0.5	0.5	5.82	0.0	0.3	29.12
2	2018-01-01 00:48:15	2018-01-01 01:10:42	1	3.02	1	N	107	50	2	15.5	0.5	0.5	0.0	0.0	0.3	16.8
2	2018-01-01 00:48:15	2018-01-01 01:06:19	4	3.39	1	N	256	37	1	14.0	0.5	0.5	3.82	0.0	0.3	19.12
2	2018-01-01 00:48:15	2018-01-01 00:57:20	1	2.24	1	N	142	151	2	9.5	0.5	0.5	0.0	0.0	0.3	10.8
2	2018-01-01 00:48:16	2018-01-01 00:54:54	1	0.81	1	N	137	233	1	6.0	0.5	0.5	0.04	0.0	0.3	7.34
1	2018-01-01 00:48:16	2018-01-01 00:53:52	1	1.1	1	N	239	238	2	6.0	0.5	0.5	0.0	0.0	0.3	7.3
2	2018-01-01 00:48:16	2018-01-01 00:51:22	1	0.67	1	N	113	90	2	4.5	0.5	0.5	0.0	0.0	0.3	5.8
2	2018-01-01 00:48:16	2018-01-01 00:56:12	2	0.82	1	N	161	237	1	6.5	0.5	0.5	0.78	0.0	0.3	8.58
1	2018-01-01 00:48:16	2018-01-01 00:50:55	1	0.3	1	N	166	166	1	4.0	0.5	0.5	0.0	0.0	0.3	5.3
2	2018-01-01 00:48:16	2018-01-01 00:51:01	1	0.34	1	N	166	166	2	4.0	0.5	0.5	0.0	0.0	0.3	5.3
1	2018-01-01 00:48:17	2018-01-01 01:13:04	1	4.7	1	N	263	114	1	19.0	0.5	0.5	3.0	0.0	0.3	23.3
1	2018-01-01 00:48:17	2018-01-01 00:59:17	1	2.4	1	N	161	263	2	10.0	0.5	0.5	0.0	0.0	0.3	11.3
2	2018-01-01 00:48:17	2018-01-01 00:59:46	4	2.4	1	N	231	90	2	10.5	0.5	0.5	0.0	0.0	0.3	11.8
1	2018-01-01 00:48:17	2018-01-01 01:01:07	1	0.3	1	N	68	68	2	8.5	0.5	0.5	0.0	0.0	0.3	9.8
2	2018-01-01 00:48:18	2018-01-01 00:54:51	1	0.9	1	N	224	79	1	6.5	0.5	0.5	1.56	0.0	0.3	9.36
2	2018-01-01 00:48:18	2018-01-01 01:05:54	1	4.65	1	N	75	147	2	16.5	0.5	0.5	0.0	0.0	0.3	17.8
1	2018-01-01 00:48:18	2018-01-01 01:14:31	1	13.4	1	N	138	13	1	39.0	0.5	0.5	8.05	0.0	0.3	48.35
1	2018-01-01 00:48:18	2018-01-01 01:18:29	3	4.4	1	N	231	163	1	21.5	0.5	0.5	4.55	0.0	0.3	27.35
1	2018-01-01 00:48:18	2018-01-01 00:52:16	2	0.7	1	N	249	249	1	5.0	0.5	0.5	1.25	0.0	0.3	7.55
1	2018-01-01 00:48:19	2018-01-01 00:56:39	2	1.3	1	N	238	239	1	8.0	0.5	0.5	1.85	0.0	0.3	11.15
1	2018-01-01 00:48:19	2018-01-01 00:48:43	1	0.0	2	N	87	87	4	52.0	0.0	0.5	0.0	0.0	0.3	52.8
2	2018-01-01 00:48:19	2018-01-01 00:52:31	5	0.87	1	N	263	140	2	5.0	0.5	0.5	0.0	0.0	0.3	6.3
2	2018-01-01 00:48:19	2018-01-01 00:52:15	1	0.87	1	N	237	229	1	5.0	0.5	0.5	1.26	0.0	0.3	7.56
2	2018-01-01 00:48:19	2018-01-01 01:17:54	6	1.35	1	N	230	186	2	17.5	0.5	0.5	0.0	0.0	0.3	18.8
1	2018-01-01 00:48:20	2018-01-01 00:55:55	1	1.2	1	N	236	141	1	7.0	0.5	0.5	1.65	0.0	0.3	9.95
1	2018-01-01 00:48:20	2018-01-01 00:50:45	1	0.5	1	N	236	263	1	4.0	0.5	0.5	1.55	0.0	0.3	6.85
2	2018-01-01 00:48:21	2018-01-01 01:13:09	1	9.07	1	N	209	260	2	28.5	0.5	0.5	0.0	0.0	0.3	29.8
1	2018-01-01 00:48:21	2018-01-01 00:52:25	1	0.8	1	N	239	238	1	5.5	0.5	0.5	1.35	0.0	0.3	8.15
2	2018-01-01 00:48:22	2018-01-01 01:08:36	1	2.39	1	N	186	79	1	14.0	0.5	0.5	3.0	0.0	0.3	18.3
1	2018-01-01 00:48:22	2018-01-01 00:54:39	2	1.3	1	N	238	142	2	7.0	0.5	0.5	0.0	0.0	0.3	8.3
2	2018-01-01 00:48:22	2018-01-01 01:01:27	2	3.24	1	N	261	186	2	12.0	0.5	0.5	0.0	0.0	0.3	13.3
2	2018-01-01 00:48:22	2018-01-01 00:56:23	2	1.69	1	N	237	229	1	8.0	0.5	0.5	1.86	0.0	0.3	11.16
1	2018-01-01 00:48:22	2018-01-01 01:11:57	3	3.7	1	N	231	233	1	17.0	0.5	0.5	3.0	0.0	0.3	21.3
2	2018-01-01 00:48:22	2018-01-01 01:11:12	2	1.35	1	N	161	164	2	14.0	0.5	0.5	0.0	0.0	0.3	15.3
2	2018-01-01 00:48:22	2018-01-01 00:53:59	1	1.66	1	N	262	229	2	7.5	0.5	0.5	0.0	0.0	0.3	8.8
1	2018-01-01 00:48:22	2018-01-01 00:59:38	2	2.0	1	N	144	234	2	9.5	0.5	0.5	0.0	0.0	0.3	10.8
2	2018-01-01 00:48:22	2018-01-01 01:08:38	1	5.08	1	N	148	263	1	17.5	0.5	0.5	3.76	0.0	0.3	22.56
2	2018-01-01 00:48:22	2018-01-01 01:20:15	1	5.23	1	N	261	142	2	23.5	0.5	0.5	0.0	0.0	0.3	24.8
1	2018-01-01 00:48:22	2018-01-01 01:01:54	1	1.4	1	N	234	68	1	9.5	0.5	0.5	3.2	0.0	0.3	14.0
2	2018-01-01 00:48:23	2018-01-01 00:52:36	1	0.33	1	N	170	164	2	4.5	0.5	0.5	0.0	0.0	0.3	5.8
2	2018-01-01 00:48:23	2018-01-01 01:04:31	1	3.81	1	N	143	41	2	14.5	0.5	0.5	0.0	0.0	0.3	15.8
1	2018-01-01 00:48:23	2018-01-01 00:55:43	1	1.0	1	N	107	79	2	6.5	0.5	0.5	0.0	0.0	0.3	7.8
1	2018-01-01 00:48:23	2018-01-01 00:57:15	1	0.8	1	N	113	79	1	7.0	0.5	0.5	1.65	0.0	0.3	9.95
1	2018-01-01 00:48:24	2018-01-01 00:51:00	1	0.4	1	N	151	151	1	4.0	0.5	0.5	1.0	0.0	0.3	6.3
2	2018-01-01 00:48:24	2018-01-01 01:12:24	1	6.51	1	N	162	173	2	23.0	0.5	0.5	0.0	0.0	0.3	24.3
1	2018-01-01 00:48:24	2018-01-01 00:51:23	1	0.4	1	N	264	264	1	4.0	0.5	0.5	1.55	0.0	0.3	6.85
2	2018-01-01 00:48:24	2018-01-01 00:55:01	1	1.72	1	N	140	263	2	7.5	0.5	0.5	0.0	0.0	0.3	8.8
2	2018-01-01 00:48:24	2018-01-01 01:06:06	1	2.19	1	N	68	137	1	13.0	0.5	0.5	2.86	0.0	0.3	17.16
2	2018-01-01 00:48:25	2018-01-01 00:58:51	4	2.54	1	N	239	263	1	10.5	0.5	0.5	1.18	0.0	0.3	12.98
2	2018-01-01 00:48:25	2018-01-01 01:07:54	3	3.41	1	N	232	246	2	15.0	0.5	0.5	0.0	0.0	0.3	16.3
2	2018-01-01 00:48:25	2018-01-01 01:35:51	1	15.86	1	N	100	171	2	50.0	0.5	0.5	0.0	5.76	0.3	57.06
2	2018-01-01 00:48:26	2018-01-01 00:52:43	1	1.31	1	N	238	24	1	6.0	0.5	0.5	1.46	0.0	0.3	8.76
1	2018-01-01 00:48:26	2018-01-01 01:16:28	2	6.3	1	N	143	107	1	24.0	0.5	0.5	7.55	0.0	0.3	32.85
2	2018-01-01 00:48:26	2018-01-01 00:59:26	1	1.38	1	N	170	79	1	8.5	0.5	0.5	2.45	0.0	0.3	12.25
1	2018-01-01 00:48:27	2018-01-01 01:00:44	1	2.2	1	N	142	262	1	10.5	0.5	0.5	3.5	0.0	0.3	15.3
1	2018-01-01 00:48:27	2018-01-01 01:17:00	0	3.2	1	N	162	246	1	18.5	0.5	0.5	3.95	0.0	0.3	23.75
1	2018-01-01 00:48:27	2018-01-01 01:18:16	4	12.8	1	N	181	42	1	37.0	0.5	0.5	7.65	0.0	0.3	45.95
1	2018-01-01 00:48:27	2018-01-01 01:26:25	4	6.4	1	N	209	263	1	27.5	0.5	0.5	4.0	0.0	0.3	32.8
2	2018-01-01 00:48:28	2018-01-01 00:58:34	1	1.99	1	N	141	239	1	9.0	0.5	0.5	2.06	0.0	0.3	12.36
2	2018-01-01 00:48:28	2018-01-01 00:52:16	1	1.28	1	N	237	236	1	5.5	0.5	0.5	1.36	0.0	0.3	8.16
1	2018-01-01 00:48:28	2018-01-01 01:15:13	3	4.8	1	N	25	72	2	20.5	0.5	0.5	0.0	0.0	0.3	21.8
2	2018-01-01 00:48:28	2018-01-01 01:12:47	1	4.74	1	N	43	79	2	18.5	0.5	0.5	0.0	0.0	0.3	19.8
2	2018-01-01 00:48:28	2018-01-01 01:01:40	2	6.37	1	N	143	116	1	19.5	0.5	0.5	4.0	0.0	0.3	24.8
1	2018-01-01 00:48:28	2018-01-01 00:52:45	2	0.5	1	N	229	162	1	4.5	0.5	0.5	1.15	0.0	0.3	6.95
1	2018-01-01 00:48:28	2018-01-01 00:55:55	1	1.1	1	N	4	107	2	7.0	0.5	0.5	0.0	0.0	0.3	8.3
1	2018-01-01 00:48:28	2018-01-01 01:00:07	1	2.0	1	N	41	168	2	10.5	0.5	0.5	0.0	0.0	0.3	11.8
2	2018-01-01 00:48:28	2018-01-01 01:17:34	1	9.25	1	N	249	89	2	30.0	0.5	0.5	0.0	0.0	0.3	31.3
1	2018-01-01 00:48:28	2018-01-01 01:14:34	1	2.7	1	N	161	113	2	16.5	0.5	0.5	0.0	0.0	0.3	17.8
2	2018-01-01 00:48:29	2018-01-01 01:03:06	2	3.37	1	N	239	229	1	13.0	0.5	0.5	2.86	0.0	0.3	17.16
2	2018-01-01 00:48:29	2018-01-01 00:57:32	6	1.28	1	N	48	246	1	8.0	0.5	0.5	1.86	0.0	0.3	11.16
2	2018-01-01 00:48:29	2018-01-01 01:12:39	1	4.31	1	N	239	170	1	18.5	0.5	0.5	4.4	0.0	0.3	24.2
2	2018-01-01 00:48:29	2018-01-01 01:09:11	1	2.97	1	N	48	137	1	15.0	0.5	0.5	3.26	0.0	0.3	19.56
1	2018-01-01 00:48:29	2018-01-01 00:51:32	0	0.5	1	N	137	107	2	4.0	0.5	0.5	0.0	0.0	0.3	5.3
1	2018-01-01 00:48:29	2018-01-01 01:15:08	4	4.8	1	N	41	229	2	20.0	0.5	0.5	0.0	0.0	0.3	21.3
1	2018-01-01 00:48:30	2018-01-01 01:03:25	1	2.3	1	N	211	164	1	11.5	0.5	0.5	1.0	0.0	0.3	13.8
2	2018-01-01 00:48:30	2018-01-01 01:00:34	6	1.85	1	N	249	114	2	10.0	0.5	0.5	0.0	0.0	0.3	11.3
1	2018-01-01 00:48:30	2018-01-01 00:50:37	1	0.4	1	N	255	255	1	3.5	0.5	0.5	0.95	0.0	0.3	5.75
1	2018-01-01 00:48:30	2018-01-01 01:36:47	1	13.3	1	N	161	124	1	44.0	0.5	0.5	5.0	0.0	0.3	50.3
1	2018-01-01 00:48:30	2018-01-01 01:13:46	1	4.1	1	N	50	148	2	18.5	0.5	0.5	0.0	0.0	0.3	19.8
2	2018-01-01 00:48:31	2018-01-01 00:57:52	1	0.91	1	N	170	164	2	7.5	0.5	0.5	0.0	0.0	0.3	8.8
2	2018-01-01 00:48:31	2018-01-01 00:51:20	1	0.52	1	N	43	141	1	4.0	0.5	0.5	1.06	0.0	0.3	6.36
1	2018-01-01 00:48:31	2018-01-01 00:53:01	1	1.0	1	N	140	229	1	5.5	0.5	0.5	1.7	0.0	0.3	8.5
1	2018-01-01 00:48:31	2018-01-01 01:35:17	2	4.3	1	N	164	143	1	28.5	0.5	0.5	5.0	0.0	0.3	34.8
1	2018-01-01 00:48:31	2018-01-01 00:50:19	1	0.2	1	N	78	78	2	3.5	0.5	0.5	0.0	0.0	0.3	4.8
1	2018-01-01 00:48:31	2018-01-01 00:52:05	1	0.3	1	N	232	148	2	4.5	0.5	0.5	0.0	0.0	0.3	5.8
2	2018-01-01 00:48:31	2018-01-01 00:49:33	1	0.13	1	N	263	263	2	3.0	0.5	0.5	0.0	0.0	0.3	4.3
2	2018-01-01 00:48:31	2018-01-01 01:13:29	1	3.5	1	N	234	143	2	17.5	0.5	0.5	0.0	0.0	0.3	18.8
1	2018-01-01 00:48:31	2018-01-01 00:50:49	1	0.5	1	N	75	263	3	4.0	0.5	0.5	0.0	0.0	0.3	5.3
2	2018-01-01 00:48:31	2018-01-01 01:05:53	1	2.6	1	N	141	48	2	12.5	0.5	0.5	0.0	0.0	0.3	13.8
1	2018-01-01 00:48:32	2018-01-01 01:04:21	2	1.5	1	N	246	113	1	11.0	0.5	0.5	2.45	0.0	0.3	14.75
1	2018-01-01 00:48:32	2018-01-01 01:05:41	1	3.3	1	N	236	233	2	14.0	0.5	0.5	0.0	0.0	0.3	15.3
1	2018-01-01 00:48:32	2018-01-01 01:03:53	1	2.7	1	N	239	262	1	12.5	0.5	0.5	2.5	0.0	0.3	16.3
2	2018-01-01 00:48:32	2018-01-01 00:59:30	2	2.4	1	N	141	151	2	10.0	0.5	0.5	0.0	0.0	0.3	11.3
1	2018-01-01 00:48:33	2018-01-01 00:50:26	1	0.3	1	N	152	166	2	3.5	0.5	0.5	0.0	0.0	0.3	4.8
2	2018-01-01 00:48:33	2018-01-01 01:09:13	1	6.21	1	N	141	173	2	21.0	0.5	0.5	0.0	0.0	0.3	22.3
2	2018-01-01 00:48:33	2018-01-01 01:06:40	1	3.73	1	N	43	79	1	14.5	0.5	0.5	3.95	0.0	0.3	19.75
1	2018-01-01 00:48:33	2018-01-01 01:18:47	1	10.5	1	N	142	220	2	32.0	0.0	0.5	0.0	2.64	0.3	35.44
2	2018-01-01 00:48:33	2018-01-01 00:59:26	5	0.85	1	N	163	161	2	8.0	0.5	0.5	0.0	0.0	0.3	9.3
2	2018-01-01 00:48:34	2018-01-01 01:07:44	2	2.41	1	N	90	161	1	13.5	0.5	0.5	4.44	0.0	0.3	19.24
2	2018-01-01 00:48:34	2018-01-01 01:02:58	2	1.5	1	N	249	107	2	10.0	0.5	0.5	0.0	0.0	0.3	11.3
1	2018-01-01 00:48:34	2018-01-01 01:24:53	1	7.3	1	N	246	225	1	29.0	0.5	0.5	7.55	0.0	0.3	37.85
1	2018-01-01 00:48:35	2018-01-01 01:10:25	2	3.3	1	N	125	233	1	16.0	0.5	0.5	1.5	0.0	0.3	18.8
1	2018-01-01 00:48:35	2018-01-01 00:58:13	1	2.5	1	N	237	239	2	10.0	0.5	0.5	0.0	0.0	0.3	11.3
2	2018-01-01 00:48:36	2018-01-01 00:58:41	1	2.4	1	N	141	48	2	9.5	0.5	0.5	0.0	0.0	0.3	10.8
1	2018-01-01 00:48:36	2018-01-01 01:15:38	1	3.2	1	N	100	229	1	17.5	0.5	0.5	5.6	0.0	0.3	24.4
2	2018-01-01 00:48:36	2018-01-01 00:51:15	1	0.48	1	N	141	141	2	4.0	0.5	0.5	0.0	0.0	0.3	5.3
1	2018-01-01 00:48:37	2018-01-01 00:58:38	2	2.3	1	N	50	68	1	10.0	0.5	0.5	3.35	0.0	0.3	14.65
1	2018-01-01 00:48:37	2018-01-01 01:10:52	1	4.8	1	N	75	68	1	18.0	0.5	0.5	2.0	0.0	0.3	21.3
2	2018-01-01 00:48:37	2018-01-01 00:50:53	1	0.61	1	N	239	239	1	4.0	0.5	0.5	1.59	0.0	0.3	6.89
2	2018-01-01 00:48:37	2018-01-01 00:50:06	1	0.37	1	N	79	79	1	3.5	0.5	0.5	0.96	0.0	0.3	5.76
1	2018-01-01 00:48:37	2018-01-01 00:52:38	6	0.6	1	N	236	237	1	5.0	0.5	0.5	60.0	0.0	0.3	66.3
2	2018-01-01 00:48:37	2018-01-01 00:51:40	1	0.47	1	N	162	229	1	4.0	0.5	0.5	1.06	0.0	0.3	6.36
2	2018-01-01 00:48:37	2018-01-01 01:09:24	1	6.41	1	N	262	243	1	21.0	0.5	0.5	2.7	0.0	0.3	25.0
2	2018-01-01 00:48:38	2018-01-01 01:04:11	2	1.07	1	N	170	186	1	10.5	0.5	0.5	2.36	0.0	0.3	14.16
2	2018-01-01 00:48:38	2018-01-01 01:00:30	6	2.32	1	N	79	229	1	10.0	0.5	0.5	2.26	0.0	0.3	13.56
2	2018-01-01 00:48:38	2018-01-01 01:22:12	5	5.14	1	N	114	142	1	24.0	0.5	0.5	5.06	0.0	0.3	30.36
2	2018-01-01 00:48:39	2018-01-01 00:54:22	2	1.1	1	N	262	141	1	6.5	0.5	0.5	0.5	0.0	0.3	8.3
1	2018-01-01 00:48:39	2018-01-01 00:57:19	1	1.6	1	N	238	236	1	8.5	0.5	0.5	1.95	0.0	0.3	11.75
1	2018-01-01 00:48:39	2018-01-01 01:04:37	2	3.0	1	N	170	140	1	13.0	0.5	0.5	1.0	0.0	0.3	15.3
1	2018-01-01 00:48:39	2018-01-01 00:53:56	1	0.6	1	N	233	170	1	5.0	0.5	0.5	0.0	0.0	0.3	6.3
